unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U0842-2,Master Interviews Transcripts.txt,Oleg,2115,2115,How to influence without authority. How to mentor juniors. And also how to talk to my manager about development.,human coaching experience,interpretive context,human,general
U0842-3,Master Interviews Transcripts.txt,Oleg,2115,2115,"And maybe practice those conversations, because I get nervous about money talks.",general career context,interpretive context,general,general
U0843-1,Master Interviews Transcripts.txt,Anna,2118,2118,"If you had AI support, what would you want it to help with, in the next three months?",ai tool usage; emotional support,interpretive context,ai,general
U0844-1,Master Interviews Transcripts.txt,Oleg,2121,2121,"Help me draft emails, structure my development plan, prepare for meetings, summarize feedback, and maybe simulate scenarios. Like, what if my manager says no. How to respond.",ai tool usage; actionability/structure,effectiveness equals actionability,ai,actionability
U0844-2,Master Interviews Transcripts.txt,Oleg,2121,2121,"But again, I would check.",ai tool usage,interpretive context,ai,general
U0845-1,Master Interviews Transcripts.txt,Anna,2124,2124,Okay. We are close to the end. I want to ask a final closing block.,general career context,interpretive context,general,general
U0846-1,Master Interviews Transcripts.txt,Anna,2130,2130,"If you look back at everything we discussed, what feels like the biggest difference between trusting a human and trusting AI in this domain?",trust/safety experience; human coaching experience; ai tool usage,interpretive context,hybrid,trust
U0847-1,Master Interviews Transcripts.txt,Oleg,2133,2133,"So different types of trust. For me, human trust is like, do I feel safe, do I feel understood, is this person competent and confidential. AI trust is like tool trust does it work, can I verify.",privacy concern; trust/safety experience; human coaching experience,trust depends on presence and empathy,hybrid,trust; privacy
U0848-1,Master Interviews Transcripts.txt,Anna,2135,2135,And the biggest difference in effectiveness?,perceived effectiveness,interpretive context,general,effectiveness
U0849-1,Master Interviews Transcripts.txt,Oleg,2138,2138,"Human is effective for deep, messy problems and decisions. AI is effective for structure, speed, and low stakes tasks.",perceived effectiveness; human coaching experience; ai tool usage,interpretive context,hybrid,effectiveness
U0850-1,Master Interviews Transcripts.txt,Anna,2141,2141,Is there anything you wish I asked but did not?,general career context,interpretive context,general,general
U0851-1,Master Interviews Transcripts.txt,Oleg,2144,2144,No.,general career context,interpretive context,general,general
U0852-1,Master Interviews Transcripts.txt,Anna,2147,2147,Anything else you want to add?,general career context,interpretive context,general,general
U0853-1,Master Interviews Transcripts.txt,Oleg,2150,2150,No.,general career context,interpretive context,general,general
U0854-1,Master Interviews Transcripts.txt,Anna,2153,2153,Thank you. I will stop the recording now.,general career context,interpretive context,general,general
U0855-1,Master Interviews Transcripts.txt,Anna,2169,2169,"Yes, perfectly. Thanks for joining today. Before we start, do I have your permission to record?",general career context,interpretive context,general,general
U0855-2,Master Interviews Transcripts.txt,Anna,2169,2169,"Everything is anonymous, you can skip any question, and you can stop at any time.",privacy concern,privacy caution limits disclosure,general,privacy
U0856-1,Master Interviews Transcripts.txt,Lena,2172,2172,"Yes, you can record.",general career context,interpretive context,general,general
U0857-1,Master Interviews Transcripts.txt,Anna,2175,2175,"Thank you. Just to confirm, I will use a pseudonym and remove identifying details like company names. Is there anything you prefer not to discuss today?",ai tool usage,interpretive context,ai,general
U0858-1,Master Interviews Transcripts.txt,Lena,2178,2178,"Um, I think it is okay. Maybe not super detailed about internal company stuff, like specific metrics, because I do not want to say something wrong. But overall, it is fine.",ai tool usage,interpretive context,ai,general
U0859-1,Master Interviews Transcripts.txt,Anna,2181,2181,Alright.. We can keep company details out.,ai tool usage,interpretive context,ai,general
U0860-1,Master Interviews Transcripts.txt,Lena,2184,2184,Okay.,general career context,interpretive context,general,general
U0861-1,Master Interviews Transcripts.txt,Anna,2187,2187,"Great. And also, this is not a test. I am interested in your perspective so all answers are good.",general career context,interpretive context,general,general
U0862-1,Master Interviews Transcripts.txt,Lena,2190,2190,"Okay, sounds good.",general career context,interpretive context,general,general
U0863-1,Master Interviews Transcripts.txt,Anna,2193,2193,Alright. Let us start.,general career context,interpretive context,general,general
U0864-1,Master Interviews Transcripts.txt,Anna,2199,2199,"Where are you currently in your career, and what career decisions or questions are you facing right now, or recently faced?",general career context,interpretive context,general,general
U0865-1,Master Interviews Transcripts.txt,Lena,2202,2202,"Eehm, so I am finishing my Bachelor in Media Informatics. I am in Berlin now, but I am from Mainz originally. I moved here for the university and also for work, kind of both.",ai tool usage; hybrid preference,interpretive context,hybrid,general
U0865-2,Master Interviews Transcripts.txt,Lena,2202,2202,"And I work part time as a junior UX researcher, like Werkstudentin, at a mid size SaaS company. So I do research tasks, mostly around product discovery, usability tests, interviews. And the big question for me is like, what is my path after the Bachelor.",general career context,interpretive context,general,general
U0865-3,Master Interviews Transcripts.txt,Lena,2202,2202,"Like, do I continue with UX research, do I go more into UX design, or do I go into product, like PM, product discovery, something like that. And also the question of where, like stay in Berlin, or maybe go back to Mainz area, or maybe somewhere else. Or masters.",ai tool usage,interpretive context,ai,general
U0865-4,Master Interviews Transcripts.txt,Lena,2202,2202,"I don’t know yet. But Berlin is kind of the obvious place for UX, I think.",general career context,interpretive context,general,general
U0866-1,Master Interviews Transcripts.txt,Anna,2205,2205,"When you say the big question is the path, what makes it difficult?",general career context,interpretive context,general,general
U0867-1,Master Interviews Transcripts.txt,Lena,2208,2208,Um. Ehem. I think I have multiple things.,general career context,interpretive context,general,general
U0867-2,Master Interviews Transcripts.txt,Lena,2208,2208,"One is, I like research a lot when I do it. Like the actual interviews, synthesis, finding patterns, it feels like my brain is good at that. But I also see that UX research roles are competitive and sometimes unclear.",ai tool usage,interpretive context,ai,general
U0867-3,Master Interviews Transcripts.txt,Lena,2208,2208,"Like in Berlin, every startup says they want a UXR, but then they want someone who is also a designer and also a PM and also a data analyst. And I am like, okay, what are you actually hiring for. So that makes it stressful.",general career context,interpretive context,general,general
U0868-1,Master Interviews Transcripts.txt,Anna,2211,2211,"Aha, I was the same.",general career context,interpretive context,general,general
U0869-1,Master Interviews Transcripts.txt,Lena,2214,2214,"Yes. And I don’t feel confident in selling myself. Like, I am okay in the work context, but in applications, I am really insecure.",context sensitivity,human adds nuance and context,general,context
U0869-2,Master Interviews Transcripts.txt,Lena,2214,2214,"My German is great, I  mean am I German hahaha, my professional English is also great. But interviews, especially when you have to talk about impact, I freeze. And I see other people who are louder, and they can tell a story, and I am like, I did good work, but I cannot present it as a shiny story.",language barrier; perceived effectiveness,trust depends on presence and empathy,general,effectiveness
U0870-1,Master Interviews Transcripts.txt,Anna,2217,2217,"So it is not that you doubt your ability to do the work, but you doubt the packaging of it.",general career context,interpretive context,general,general
U0871-1,Master Interviews Transcripts.txt,Lena,2220,2220,"Yes, exactly. Like, I can do the research. But then, Bewerbungen, portfolio, case studies, interviews, I feel like I am weak.",portfolio/case study feedback,interpretive context,general,general
